B_values,r_vK1,r_vK2,r_cK1,r_cK2
13.796373695372647,282.33409462806685,283.1817482129435,230.3132951355654,227.56164015593913
18.40104573436531,212.26011234251717,213.10333251548715,173.54328741519424,170.78675514341785
22.998856309441138,170.2883510294979,171.12712451560614,139.5412383311019,136.77978548502728
27.601568601547967,142.2782124703236,143.11251448005817,116.85069451347965,114.08426513385069
32.19153862253618,122.32285182540575,123.15267461422786,100.68602505590472,97.91458226165194
36.80209146873062,107.28987538028592,108.11517848976337,88.50944111470548,85.73291136015278
41.38912108611794,95.65780070728299,96.4785867991364,79.0882374908741,76.30659580025875
45.973219694165095,86.3526693675291,87.16892087140708,71.55232501295315,68.76552375334757
50.608268807527566,78.65853214656167,79.47017774290434,65.32168985325752,62.52961978451846
55.203137203095935,72.3068444812582,73.11390321478959,60.178703035475166,57.38135816372468
59.79065553022301,66.93963499939842,67.74209334988174,55.83336374661382,53.03070101809215
64.43112431764331,62.28844601005352,63.08622956419547,52.06821372623076,49.26011923510026
68.95982954124763,58.35318211288074,59.14638269050679,48.8830628524076,46.06961630452383
73.54148772201195,54.865446084451115,55.653989122386015,46.06057366755818,43.241660911682395
78.20444437105257,51.735757294537386,52.51953839083243,43.528272727735725,40.70374330697927
82.85768386338007,48.96406275032661,49.743069858499126,41.2860537230598,38.45586536432641
87.38634269801825,46.55029463005558,47.324634409701446,39.33377699564605,36.498029219165446
92.04446331091901,44.3156073502718,45.08512452866458,37.52673136873358,34.68521152216009
96.57461586760854,42.34934636405158,43.11415210974924,35.93711212317832,33.08992629799166
101.09801707920613,40.56208551237123,41.32216581147202,34.49255722122672,31.639662003857147
105.80601297260053,38.864441527065765,39.61958115688681,33.12079905714718,30.261906173062204
110.40627440619187,37.345737686929404,38.096027601598934,31.89398111028547,29.029173088896286
115.11694211418937,35.91660700127578,36.66190811865884,30.739871345974112,27.868949909600946
119.58131106044603,34.666332246881225,35.40688418175941,29.730519528320283,26.85375147522973
124.04842900235924,33.5055652111014,34.24134433378836,28.793734498338903,25.911064505950254
128.86224863528662,32.34501726870068,33.07562993983397,27.857463090168967,24.968374890943828
133.23720152105253,31.363206632695633,32.08910296341151,27.065686292896736,24.17071238317109
137.91965908249526,30.381591951809604,31.10241837579462,26.274377155791598,23.3730480191956
142.47146301261063,29.489403726141564,30.205279832945756,25.555459700917577,22.647897050790366
147.33397028266558,28.597415097706754,29.307979159259386,24.837027273274032,21.922744710341654
152.0030045521867,27.79481416082671,28.50025438611643,24.190901192739133,21.270106553961128
156.40888874210515,27.081556609602618,27.78214099701468,23.616976525609328,20.68998304246913
161.07781079410827,26.36846998592089,27.063886631757097,23.043478753758798,20.109859019814756
165.39790533647897,25.744672295448535,26.43528715494959,22.542053986807357,19.602250231793665
169.95611532606702,25.121030416993914,25.806557870146595,22.041025369151154,19.094641365638417
174.7726853960365,24.497558172349063,25.177686529747596,21.54043199967558,18.5870326284352
179.1238725843196,23.963300094513606,24.63853045665515,21.111731859995142,18.151939721875255
183.69724805455755,23.42918885448682,24.099250123192977,20.683415497137464,17.716847297759866
188.5102763878647,22.89523648718065,23.559834631902948,20.25551825127743,17.28175559605527
193.5823017615292,22.36145636011737,23.02027178778679,19.82807989183988,16.846664906172506
198.0222628111056,21.916781849374846,22.57051369751643,19.4722640236235,16.484090354075555
202.67067273624892,21.47224678268109,22.120634977693456,19.116827031709548,16.121516985879136
206.54953728622496,21.11672612611867,21.760638620535055,18.832771888433218,15.831459331166883
211.61202594520105,20.672469130650136,21.310517445007008,18.478101065350018,15.468888835251226
215.8442664641051,20.317186364079884,20.950312566555663,18.19470758060443,15.178833930639735
220.24925149398476,19.96202029602324,20.59000457693759,17.911643337937097,14.888780591355621
224.8377775667761,19.606978489193185,20.229586211716743,17.628933022434374,14.59872907105796
229.62156006819689,19.2520691590172,19.86904952093387,17.34660382050685,14.308679659527337
234.6133331131577,18.897301243616536,19.508385788134156,17.06468574214071,14.018632688361533
239.82696273789455,18.54268448261383,19.147585437923386,16.78321199398109,13.728588537656437
243.89182651311307,18.27682746538913,18.876889219139343,16.572420283886093,13.511057535768575
248.09685800471848,18.011066277028505,18.60610540515027,16.361916186475987,13.293528572534559
252.44943446094163,17.745406102748312,18.335228778906494,16.15171818646185,13.076001879283728
256.95746007631556,17.47985249681727,18.06425371151229,15.941846367209257,12.858477713673551
261.62941389588497,17.214411414664177,17.79317412195581,15.732322585835588,12.64095636308399
266.47440304210505,16.949089248211145,17.521983432186893,15.523170671667403,12.423438148505628
271.5022219674278,16.68389286479931,17.25067451691139,15.314416651801011,12.205923429014966
276.72341854372445,16.41882965007426,16.979239647392145,15.106089008113921,11.988412606941578
280.3172291741625,16.24219872459597,16.79820897685946,14.967456087442818,11.843407778217093
285.8864456478213,15.97737542995947,16.526545166698607,14.759909979795596,11.625904482685925
289.7238476028256,15.80091252242444,16.345353247991515,14.621830556635253,11.480905154642969
293.6656686586464,15.624521677474421,16.164091595537194,14.48399245082015,11.335908329471996
299.78370342236815,15.360077122632312,15.892061176419666,14.27771546190366,11.118418215579112
304.0060091043734,15.183879889965807,15.710610479256937,14.14053750877988,10.973428537430921
308.3489520915787,15.007765923836864,15.529077728697127,14.003648809906549,10.828442121088182
312.8177774842103,14.831738823913398,15.347458899414885,13.86706533504509,10.68345922748171
317.4180389178016,14.65580238783498,15.16574970978871,13.730804235588456,10.538480140854062
322.15562158821655,14.479960623854899,14.98394560213676,13.594883954921668,10.393505171187334
327.0367673698562,14.304217764303019,14.802041721185324,13.459324351328386,10.248534656915433
332.0681022524694,14.128578279949123,14.620032890612514,13.32414683509917,10.103568967967771
334.64227358775986,14.040798769530214,14.528987407579125,13.25670851219464,10.031088058042164
339.91223065213404,13.865323290126945,14.346810681118175,13.12214804803563,9.886130378142951
345.35082634256815,13.689963508775167,14.164514485851965,12.988031038937777,9.741178609766953
350.96628693350425,13.514724857684158,13.982092304265256,12.85438566187948,9.596233263071918
353.84305977722147,13.427152739188198,13.890831808130299,12.787749291482958,9.523763171003996
359.74044410684184,13.252106663682266,13.70820741823219,12.654869526106852,9.378828526038042
362.76347304891607,13.164634270779201,13.616841592412936,12.588634798313652,9.306364135148954
368.96455805829936,12.98979485587419,13.433997589299702,12.456598766667007,9.161441652692568
372.1452870070777,12.902429537660684,13.342517266127555,12.390807332128425,9.088983749065036
