B_values,r_vK1,r_vK2,r_cK1,r_cK2
13.796373695372647,358.2412438656566,361.5122482655095,250.7959738325183,249.41008526438142
18.40104573436531,268.8131476396309,272.087940893376,188.57413922295356,187.18687686158142
22.998856309441138,215.24744159679793,218.52603839240203,151.3051065124671,149.9164578398057
27.601568601547967,179.4987187601482,182.78114347033807,126.43301721683457,125.04296617228022
32.19153862253618,154.029026988242,157.31528922753853,108.7130130036451,107.32154893497555
36.80209146873062,134.84096236549223,138.13109962988102,95.36374119823778,93.97084314863689
41.38912108611794,119.99293582655838,123.28694849415044,85.03424255868795,83.63990329623664
45.973219694165095,108.11440779683555,111.4123134411739,76.77091293178611,75.37511887057457
50.608268807527566,98.29168052484026,101.59354276689915,69.93802787870497,68.54074809320397
55.203137203095935,90.18213043144517,93.48793514628285,64.29715910955058,62.898391821741264
59.79065553022301,83.3289079358151,86.6386688320114,59.530445925132376,58.1301789421326
64.43112431764331,77.3893717090596,80.70315477458809,55.39950368502249,53.99770486776967
68.95982954124763,72.36354096469748,75.68126901615304,51.90428359378451,50.50097543986987
73.54148772201195,67.90876219380992,71.23050113153072,48.8064319949107,47.40158236775461
78.20444437105257,63.91082071047681,67.23666210740421,46.026490640424136,44.62005720537234
82.85768386338007,60.369727103524035,63.69968291160641,43.564432186471464,42.156403156114024
87.38634269801825,57.285494637513324,60.61947435234801,41.42022058239638,40.010624181457985
92.04446331091901,54.42967106393201,57.76780992726655,39.435000027546685,38.02377650955976
96.57461586760854,51.916497532365945,55.25870092988516,37.68815698554468,36.27533649499334
101.09801707920613,49.63174859631361,52.9780297896195,36.10026188626958,34.685832457335934
105.80601297260053,47.46119086806863,50.81173676035021,34.59190970361998,33.175790424958365
110.40627440619187,45.51906936272059,48.87380254667969,33.24247333733825,31.82468782182611
115.11694211418937,43.69114764772355,47.05018928495612,31.97255698756743,30.55304979174879
119.58131106044603,42.09167790800421,45.454822024925846,30.861509084614607,29.440355764951395
124.04842900235924,40.60642019829397,43.9736881120719,29.829944439470154,28.407129865063194
128.86224863528662,39.12112399383136,42.49285679932579,28.7985138550034,27.373893248892855
133.23720152105253,37.864301487390975,41.24011105866871,27.92588313143413,26.49960685666483
137.91965908249526,36.60744502287541,39.98763787625416,27.053374532020012,25.625311103812596
142.47146301261063,35.464815743894064,38.84928936692483,26.260303598846306,24.83048786964294
147.33397028266558,34.322152339115156,37.711220493742914,25.467359357234834,24.035655321051106
152.0030045521867,33.293723205919186,36.687224044539164,24.753830509970527,23.320297317978472
156.40888874210515,32.3795360519211,35.77723858361793,24.119689645143268,22.684415991013857
161.07781079410827,31.465320240683855,34.86749528139373,23.48566028289101,22.04852695706043
165.39790533647897,30.665355892390384,34.0716875973939,22.930985343641172,21.492117223124335
169.95611532606702,29.865365736328936,33.27610230019087,22.37641384718114,20.93570061396541
