B_values,r_vK1,r_vK2,r_cK1,r_cK2
13.542746732103064,148.55770165660417,150.08442321567992,98.55585988722758,97.90511571862999
18.062768339620842,111.48759011996216,113.01646705547309,74.132874998524,73.48131162156402
22.57605462160388,89.28328192576768,90.8143241320927,59.50433135628431,58.85194086762065
27.09415250943126,74.46453189306159,75.99775478239029,49.7418219863701,49.08859436687759
31.599742374907148,63.90668206516778,65.44209264497722,42.78664165225842,42.1325701063037
36.125536679241684,55.95271416465599,57.490335354655734,37.54705961655853,36.89213118838868
40.628240196309186,49.79779453767438,51.33762808925518,33.49279685433955,32.83700678286439
45.128066586528746,44.87380205148199,46.41585953193387,30.249547159849033,29.592886882977936
49.677906828546874,40.801986782118014,42.346306098793626,27.56778001305862,26.910230583532492
54.18830501886252,37.440324469113925,38.98689910291375,25.35390265189368,24.695462557804085
58.69148826142727,34.599439773992025,36.14827911548745,23.483150720460543,22.823812213534634
63.24664854440372,32.137298991914264,33.68844239540357,21.86195745243662,21.201700821370636
67.6920998797931,30.053912336298946,31.607317124461318,20.490293758662887,19.82913204036195
72.18953070655961,28.207239627684007,29.76294512626231,19.27461135020125,18.612524820622525
76.76676544338856,26.549935818988153,28.107996162026648,18.18372330185138,17.52068609042363
81.33446165978981,25.082006536119312,26.642430206039094,17.2176133063789,16.55361785891038
85.7798674590091,23.803458817240212,25.366195390135637,16.37625981670248,15.711322620186396
90.35235506343388,22.619590421282645,24.184719247221814,15.597325233277598,14.931409907553665
94.79922712472145,21.5777604379363,23.145228674404716,14.91195357804409,14.24507777099717
99.23947195491917,20.630618106767955,22.200434945936266,14.28897506145736,13.621131105755758
103.86091795281982,19.730808468288142,21.303083219916417,13.697234645678593,13.028373349382953
108.37661003772504,18.9256926480026,20.500382346036826,13.167868165549706,12.49800324099493
113.00067873266796,18.167914075227404,19.74509029347963,12.669726126482221,11.998823656401736
117.38297652285453,17.504837655391064,19.084383113479635,12.233929599402261,11.562034623470604
121.76797277227152,16.88910495925182,18.47103352775119,11.82933546154619,11.156438370287088
126.49329708880744,16.273351978854283,17.857862530540682,11.424822312130221,10.75083522003284
130.78782260725458,15.752312629442407,17.33918230648086,11.082613434654416,10.407626587664438
135.3841997595862,15.231255403242843,16.8206632668161,10.74047844601278,10.064411910476917
139.85232516419302,14.757549918208007,16.349438290269337,10.429518511046178,9.752392801883873
144.62544206399483,14.283826484991305,15.878379021135878,10.118635346501195,9.440367657600849
149.20864269278343,13.857458536756337,15.454583194395303,9.838913859970003,9.1595393741398
153.53353088677713,13.478450132154908,15.078014508908472,9.59033747896178,8.909909325913178
158.1166213610093,13.099426676645328,14.701589764476124,9.341828824584313,8.660274257118193
162.35729702969533,12.767767759191624,14.372347647023439,9.124444996477047,8.441839115483136
166.83171072736414,12.436095299441895,14.043237981489776,8.907124097640105,8.223399479508412
171.5597349180182,12.104408191133446,13.714273219445841,8.689872379730046,8.004954994451449
175.83093163796886,11.820092367531322,13.432429357366257,8.503717036965549,7.817712708004704
180.32023202021486,11.535764023279095,13.150712174343868,8.317622758895284,7.630466297735779
185.04477958406326,11.251422215386954,12.869132745950925,8.131595200426403,7.443215464033476
190.02356289125777,10.967065903600865,12.587703467795066,7.945640726308665,7.255959877417955
194.38190148968116,10.730090404773474,12.353303756883522,7.79073965113254,7.099909663608574
198.94485692371123,10.493103305757225,12.119026926514787,7.6358989660989085,6.9438556673630885
202.75241399402145,10.303504740227131,11.931700578278013,7.512073366391548,6.819009579288389
207.72183590563964,10.066494698257143,11.697670702965377,7.357354861904429,6.662948127665978
211.87627262375244,9.87687661009846,11.510556743394007,7.233634806995379,6.5380957099592525
216.20027818750248,9.68724902001552,11.323547815403359,7.1099672915992596,6.413240221817797
220.7044506497421,9.497611362966575,11.13665133290104,6.9863562674055,6.288381487669227
225.40029002526853,9.307963028128787,10.94987541842009,6.862806086217841,6.16351931819534
230.30029633016568,9.118303354140217,10.763228989354998,6.739321551366923,6.03865350892767
235.41808069305827,8.928631623788736,10.576721856974087,6.615907977179932,5.913783838691451
239.40821765395756,8.7863694478621,10.436939388153036,6.523397886312781,5.820128908841184
243.53594554454304,8.64409969965986,10.297246314724136,6.4309337392594665,5.7264715642606205
247.80850599269291,8.501822001924106,10.157648010995914,6.338518492930932,5.632811689402817
252.23365788541955,8.3595359518506,10.018150287017944,6.246155359414966,5.539149161139908
256.8197243924272,8.217241118908364,9.87875943337645,6.153847833829826,5.445483848125246
261.57564521450917,8.07493704239146,9.739482271581783,6.06159972588294,5.351815610089906
266.51103474685846,7.932623228716636,9.600326210959613,5.969415195699466,5.258144297051492
271.63624695352877,7.790299148454114,9.461299312939353,5.877298794661261,5.164469748449739
275.16399042045776,7.695410445533307,9.368690777978236,5.815928154417691,5.102018167363746
280.63082466722176,7.553067969666587,9.229899071538446,5.723936629424125,5.00833783751176
284.39768137416434,7.458166427274389,9.137456396649771,5.6626544259168545,4.945882228411757
288.2670375833367,7.363259403320179,9.04508559238212,5.601410777167788,4.8834249038800746
294.2726008663228,7.220888120443319,8.906671773067023,5.509622015103356,4.789735559559265
298.41728538556686,7.125966435938203,8.814496277548837,5.448483827193916,4.727273658801506
302.6803894625035,7.031038473633235,8.722405781953208,5.387391842708321,4.66480980341565
307.06706177355426,6.93610397787093,8.630404613047288,5.326348608417919,4.602343916790705
311.5827538584595,6.841162678879441,8.538497393556357,5.26535685886217,4.539875918171579
316.2332427220186,6.746214291772775,8.446689067709478,5.20441953382527,4.477405722368696
321.02465549053403,6.651258515484855,8.354984929546074,5.143539797813922,4.4149332394408525
325.96349634423456,6.55629503161162,8.263390654214502,5.082721061771435,4.352458374346407
328.4903451531046,6.508810294769808,8.217636601272682,5.052335707958673,4.321220017299384
333.6634214547283,6.413834611372347,8.126218681148602,4.9916154669259445,4.2587413886616305
339.0020361980039,6.3188503398052855,8.034926716523616,4.930965998005304,4.19626011538216
344.51426442886583,6.2238570901342145,7.943768016376931,4.870391786086896,4.1337760813603985
347.33815184221714,6.1763569701226695,7.898241079230147,4.840134406288975,4.1025329908621755
353.1271210395874,6.081349469017895,7.807297244947761,4.779682334956266,4.040044582341479
356.09457583823934,6.0338419745327245,7.761882558067341,4.749489022115986,4.00879923059204
362.1816626047051,5.9388192006922145,7.671173507090853,4.689171518230035,3.946306143776789
365.30391831681453,5.891303796806076,7.625881632171475,4.659048896569957,3.9150583716764844
371.71275898903934,5.796264628542797,7.535429797130424,4.59888010718184,3.852560272959707
375.00225243142023,5.748740727086581,7.490272650281472,4.568835733488568,3.821309905565872
378.3504868281293,5.701213852239366,7.44516332622021,4.5388193066123845,3.790058631162348
385.2295865886408,5.606150882376543,7.355094461483472,4.478874365346365,3.7275532720261273
388.7638029793623,5.558614630974308,7.310138252404141,4.448948010634847,3.696299140722931
392.3634678217638,5.511075093190533,7.26523653703488,4.419053928159942,3.6650440091992027
396.03041611916336,5.463532183938862,7.220391173106017,4.3891933354549755,3.6337878520858746
403.5738526166714,5.368435895674644,7.130877358698847,4.329577800202616,3.5712723550636984
407.4543704302932,5.320882331072415,7.086213066796084,4.2998256154545516,3.5400129597304253
411.4102381043736,5.273325023537153,7.041613454253208,4.270112444828557,3.508752427867132
415.4436718112793,5.225763871706532,6.9970808542558744,4.240439854901253,3.477490729139093
419.5569754925791,5.178198770508732,6.9526177126170605,4.210809496477429,3.4462278320670694
423.7525452475049,5.130629610984488,6.908226594644991,4.181223110320432,3.414963703970378
428.0328739873787,5.08305628010755,6.863910192488232,4.151682533369504,3.383698310907348
432.40055637500495,5.035478660595043,6.819671333055909,4.122189705481001,3.3524316176093736
436.85829406959266,4.987896630700085,6.775512986526661,4.092746676747108,3.321163587410918
441.4089012994842,4.940310063997611,6.731438275503557,4.063355615452563,3.289894182176155
446.05531078684726,4.892718829156558,6.687450484902716,4.034018816738402,3.2586233622199674
450.80058005053706,4.845122789696969,6.643553072591772,4.004738712044883,3.2273510862236616
455.64789811559666,4.797521803733608,6.599749680909039,3.9755178794172865,3.196077311143989
460.60059266033136,4.7499157237082805,6.556044149084275,3.9463590547710075,3.164801992117498
465.6621376346208,4.702304396096229,6.512440526706185,3.917265144224683,3.133525082356602
