B_values,m_hK1,m_hK2,m_eK1,m_eK2
0,0.45593905952753183,0.45593905952753183,0.3168831139169114,0.3168831139169114
12.042300026618495,0.4576988813534741,0.46382953963337126,0.3205443584223388,0.31829264205865176
16.061533155707277,0.4583208300513268,0.46650046629525177,0.32178117937449213,0.3187805525482793
20.07477718875294,0.45894059780301266,0.4691677049667194,0.3230140575788751,0.31926686235602
24.092299733560917,0.4595597786221566,0.4718381697933724,0.3242462051497688,0.31975282440393216
28.098700062109817,0.46017600959441063,0.4745017111850049,0.3254729592324465,0.32023658604165417
32.123066311414554,0.46079376906677727,0.47717775603487994,0.3267032760564978,0.320721665356891
36.12690007985548,0.46140715582187275,0.479840789057265,0.32792544109937266,0.3212034305477597
40.128175488061,0.46201894122430137,0.48250284303058516,0.3291450092298982,0.32168405930071103
44.1739235443016,0.46263630436144687,0.48519530257484494,0.33037633874031985,0.32216919557957735
48.184599467121835,0.46324710989934104,0.48786531467153454,0.3315952646813469,0.3226493056211565
52.18885981064996,0.4638557477338883,0.4905320225166868,0.3328105728285411,0.3231278399731748
56.239338482521305,0.4644702072916067,0.4932305727050387,0.3340382624998105,0.32361108408286654
60.19226323209148,0.4650687076859282,0.4958652354371231,0.3352348349594371,0.3240819076101366
64.19140848941954,0.46567304662024855,0.4985318910678585,0.33644388832729977,0.3245574574564887
68.26151591175592,0.4662869184219527,0.5012471662873461,0.33767288326055184,0.32504064841107755
72.32314161859745,0.46689832036575657,0.5039581682408552,0.33889784368500014,0.3255220379431615
76.27602587710379,0.4674922177479304,0.5065979891796236,0.3400886397057188,0.32598978400683976
80.34191211788757,0.4681019309320183,0.5093147891411293,0.34131211391637073,0.32647013125457397
84.29610018632947,0.46869376999118817,0.5119584947376095,0.3425006935924333,0.3269365396287644
88.24439527702405,0.4692836271968068,0.5145998442415943,0.3436862809963022,0.32740152852282706
92.35381564531684,0.46989639501464664,0.5173507354453479,0.3449189987832735,0.3278847310320021
96.36919893424367,0.47049400333948344,0.5200404715480701,0.34612231696559403,0.3283561320556424
100.48095142210471,0.4711047957595115,0.522796669801751,0.347353338513122,0.32883809114715246
104.37771962129992,0.47168257667248686,0.5254106055509788,0.34851893668255385,0.32929415136565726
108.2768873083025,0.4722596708592048,0.528028010040272,0.349684258604863,0.329749816895891
112.47867696504261,0.4728803933415414,0.5308507060613205,0.35093895220804255,0.33024009758362266
116.29739747928787,0.4734434865129959,0.5334180565052016,0.3520783308051545,0.3306850112635404
120.38452646418295,0.474045067625696,0.5361680270470878,0.3532968545994493,0.33116049706430656
124.35761314616921,0.47462878784021306,0.5388434747486103,0.3544804851102992,0.3316220277978777
128.6019002842637,0.4752511878679627,0.541704020706595,0.3557439786279241,0.33211431989128887
132.67731261721576,0.47584769729972437,0.5444532194866286,0.35695633440382646,0.3325863087695657
136.52303182351184,0.4764095806651147,0.5470497483487335,0.3580996190324946,0.333031058644801
140.59834620630326,0.47700394839056764,0.549803766034243,0.35931040957250693,0.3335016909978728
144.36918307773666,0.4775529418467516,0.5523543421454744,0.3604300835164572,0.3339365523106978
148.34786135153257,0.47813119164624546,0.5550479720241103,0.3616108223608368,0.3343947530714467
152.55205175420758,0.478741103161049,0.557897095369896,0.3628577983582043,0.3348782284004336
156.3500281464285,0.4792911055067495,0.5604734762043972,0.36398371546820507,0.33531437968770006
160.34194375867776,0.47986819667864944,0.5631840736045276,0.36516657144140335,0.33577218347594706
164.5430427217872,0.48047443110527044,0.5660397113511305,0.3664108332945854,0.33625329741164045
168.97020979053482,0.4811120766143323,0.5690524145324647,0.3677214515197589,0.3367595532103505
172.84567331784072,0.4816692450674073,0.5716926015962961,0.3688682731178165,0.33720209612433355
176.903083489621,0.4822515614077684,0.5744597181904727,0.3700684994374231,0.3376647963137028
180.28878843679075,0.48273668785957974,0.5767711086536227,0.3710697101462797,0.338050415157926
184.70763129063369,0.4833687770432745,0.5797911141150949,0.37237603649865475,0.338553051177072
188.40178391644636,0.4838962762017293,0.5823187547404747,0.37346780546128605,0.33897269155945703
192.2467182820881,0.4844444133187873,0.5849524320349259,0.3746038554586845,0.3394089196507151
196.25185824629827,0.48501442582869414,0.5876990053868543,0.3757869656112531,0.33986274223180857
200.42742969834717,0.4856076522741626,0.5905659420924694,0.3770201548943053,0.3403352495109477
204.78454773526775,0.4862255428645022,0.5935613865307301,0.37830670882103645,0.3408276239751226
209.33531546271817,0.4868696713872243,0.5966942390385201,0.3796502097979632,0.34134115039614726
212.88337165700153,0.4873710100261912,0.5991398809500978,0.38069754795960137,0.34174101278194474
216.553774616605,0.487888843943689,0.6016727349367136,0.3817808990100021,0.34215419314818124
220.35296364496648,0.4884240025512998,0.6042975858930788,0.3829021770314375,0.34258137090250584
224.28783799576945,0.4889773719220896,0.6070195773914092,0.38406343577919916,0.34302327264511373
228.36579868660164,0.48954989972196594,0.6098442460950984,0.3852668817911732,0.34348067635382656
232.59479495857573,0.49014260066599563,0.6127775602274957,0.3865148890160943,0.34395441602368726
236.98337599553003,0.49075656256630656,0.6158259626664587,0.3878100151706486,0.34444538682053943
241.54074861082864,0.4913929530474512,0.6189964193291259,0.38915502007229996,0.3449545508161322
244.67764144993035,0.491830289561812,0.621181564577578,0.39008086342161885,0.3453046088809769
249.53878664429982,0.4925068965408601,0.6245725208208278,0.3915157477528851,0.34584643511006996
252.88830055898836,0.49297231577825956,0.6269123851755443,0.3925045549795715,0.3462193190653824
256.32895770945083,0.49344973242047324,0.6293188127525384,0.39352038796450084,0.346601965954715
