B_values,r_vK1,r_vK2,r_cK1,r_cK2
13.80467351392184,300.9700125893819,302.8217400937994,235.79520248923296,232.61198868008105
18.412115696957137,226.30553757094452,228.15321471096135,177.80422899525922,174.61621239891684
23.012692288258624,181.58377635008364,183.42740278868382,143.07066474982165,139.8777741733146
27.618173545435706,151.73802002891182,153.57758469554722,119.89178574883587,116.69393772227873
32.210904865817625,130.47457219477354,132.31007924582516,103.37909067925112,100.17622105581225
36.824231393914275,114.45588136720984,116.28730513315607,90.94023402893443,87.73224210273695
41.41402054176552,102.06082998719566,103.88818353563728,81.31601702158449,78.10285124112424
46.000876916998344,92.14511779222545,93.9683956683346,73.61764430644968,70.39923062274246
50.63871444907554,83.94589225701334,85.76504066395526,67.25262873802134,64.02883023686655
55.23634709087141,77.17704414303927,78.99209015073946,61.998671834418545,58.76945721943713
59.826625242467365,71.45714913369159,73.26809035578786,57.55953533421716,54.32483581708713
64.46988570904693,66.5001519603063,68.30693164988908,53.713081566134484,50.47275508338972
69.0013153754975,62.30599315878139,64.10870221032788,50.459128719580455,47.213234387718266
73.58572985530058,58.588655094058964,60.38723628917081,47.575654653601084,44.32405050916041
78.25149171206783,55.25278927180551,57.04715919326538,44.98862706710628,41.7311323399692
82.90753056633673,52.298362591728655,54.088519561107944,42.69794352776535,39.43449049518966
87.43891381591385,49.72533265015613,51.51137922861447,40.70346670348973,37.434138042479184
92.09983672720989,47.34307464263478,49.124882597644586,38.85736150821025,35.58191003688534
96.63271459745289,45.24685257409327,47.02452773479239,37.23338694522174,33.9519036756256
101.15883706103381,43.34135190560971,45.11488982200472,35.75761936036166,32.47003717493227
105.86966525750353,41.53128490406507,43.30050531591023,34.356232249457044,31.0622213038706
110.47269418174282,39.91190168422337,41.676891982158665,33.1029292355659,29.802556678487633
115.18619580016383,38.38792466793063,40.148571497347135,31.923920168635775,28.616951188543897
119.65325048493473,37.054578675716954,38.811097962526354,30.892809316032064,27.579511881000936
124.12305581914207,35.816597865804965,37.56897607467823,29.93584827251834,26.61614332030454
128.93977141809387,34.5787535476192,36.32665685799072,28.97943478479104,25.652740566023123
133.31735625018962,33.53146599090492,35.27529110058376,28.170646721768527,24.83752417909483
138.002630750995,32.484300277171755,34.223748561883255,27.362361563578588,24.02227811406235
142.55717302000474,31.53244868720311,33.2676303264243,26.628047632700284,23.28111716196108
147.42260554628476,30.580720921632327,32.31133159226861,25.894259619752617,22.539926883039975
152.09444867979383,29.72428292516146,31.450491718681498,25.234354593369236,21.872828313172736
156.50298342413566,28.96310710741152,30.685150588136025,24.648220059863554,21.279828226930242
161.1747142726173,28.202036895914883,29.919654134088592,24.062553875567165,20.686804154940294
165.49740775885607,27.53619491694948,29.24970535180179,23.550520734554702,20.167886923412354
170.05835994118678,26.870448914023964,28.57961443673669,23.0389253345848,19.648948470798697
174.8778276318277,26.204807228164885,27.909368447498778,22.52781258165854,19.129987264504614
179.2316324691346,25.63434727125526,27.334737467649003,22.090138664157,18.685143995273748
183.8077592555806,25.06397729338306,26.759971623517366,21.652893259564383,18.24028162714817
188.6236830788709,24.493704485948005,26.185059493823115,21.216117401876676,17.79539891242323
193.69875975363874,23.92353680782078,25.609988330515105,20.779857436579466,17.35049449753785
198.14139185808003,23.448483723717313,25.130630631635682,20.416739241479796,16.979723185261733
202.79259823972507,22.973515386926223,24.651143433418,20.054049850663596,16.608934867036783
206.67379629215998,22.593605854258612,24.26745366010942,19.764232587673483,16.31229130895749
211.73933051500705,22.118805976106668,23.78770710186371,19.40241432623375,15.94146985086167
215.9741171253072,21.739040241418923,23.40379478083943,19.11335164576419,15.644798378341576
220.3817521686808,21.359344806043023,23.019772779661466,18.824666134184593,15.34811353054721
224.97303867219497,20.979724050527018,22.635633620040405,18.53638725796577,15.051414661417892
229.75969906947572,20.600182713095208,22.251369133309858,18.248547578322043,14.754701086975405
234.75447513620347,20.220725925198238,21.866970380070264,17.96118316413559,14.457972083216328
239.97124125034134,19.841359251134435,21.48242755856156,17.674334072435332,14.161226884004378
244.03855042407594,19.556896997719228,21.193919459120007,17.45956207864993,13.938656870595874
248.24611163828413,19.272491561276887,20.905319347726444,17.24512564489319,13.716076933623103
252.60130657930668,18.988145861542304,20.616621910378523,17.03104730254454,13.493486699331353
257.1120441967943,18.703863011482664,20.327821421673207,16.81735161160539,13.270885778647596
261.786808636736,18.41964633245357,20.038911705055423,16.604065392317672,13.048273766915486
266.63471250037924,18.135499370691747,19.756374934212896,16.391217989138756,12.825650243761496
271.6655561324619,17.85142591520633,19.460737354853617,16.178841572530203,12.60301477310272
276.8898937503938,17.567430017197495,19.17145768661412,15.966971484991056,12.380366903348218
280.4858663965029,17.378144634154637,18.978527674561406,15.826025109683547,12.231927871956788
286.05843327855257,17.09428778089519,18.689010578455203,15.615087345398527,12.009258293004466
289.8981437923586,16.905099458310385,18.495913586931742,15.474803198815845,11.860804340814168
293.84233622490774,16.71595256770852,18.302744531115447,15.334809003932103,11.712344163159305
299.9640515629266,16.43231343040131,18.012848594661055,15.12539640443219,11.489641894792673
304.18889735958766,16.243277273398007,17.819484585431944,14.986199100240468,11.341165492438147
308.53445303615314,16.054288479378034,17.62603613095708,14.847352629085373,11.19268233199791
313.0059668482713,15.865348929905565,17.432499192665585,14.708877437136097,11.04419225906719
317.6089957725106,15.67646059765921,17.238869477894724,14.570795571324933,10.895695119350439
322.3494285452346,15.487625551106555,17.045142420288776,14.4331308388386,10.747190759466015
327.23351079592004,15.298845959345034,16.851313158418833,14.295908986174311,10.598679027905918
332.26787250047266,15.11012409710842,16.657376512445165,14.159157900638116,10.4501597761896
334.8435924423368,15.015785555567833,16.560366208427165,14.090968251052926,10.37589728503201
340.11671988237356,14.827154796535243,16.3662580142433,13.954980854590652,10.22736648473872
345.5585874004915,14.63858795011275,16.1720279200287,13.819544875883935,10.078827815982955
351.1774262200118,14.450087702009208,15.977669414384355,13.684697692777682,9.930281153518582
354.0559297136184,14.355863426868877,15.880439849424489,13.617507507857876,9.85600478860014
359.956861875512,14.167468396640004,15.685875514824033,13.483621218037657,9.70744592691554
362.9817094542978,14.073298396304256,15.588538816125276,13.416936789207028,9.63316340747522
369.1865250005252,13.885015378625942,15.393751274449054,13.284116663843799,9.48459214395198
