B_values,m_hK1,m_hK2,m_eK1,m_eK2
0,0.3844810353086872,0.3844810353086872,0.295679437544474,0.295679437544474
14.988419189522881,0.38735741874680857,0.389850933986778,0.30033411882742245,0.29664329555974817
19.990947844849575,0.38834923915015285,0.3916702053783941,0.3019111951300662,0.2969832580930852
24.986022186476877,0.3893402887170483,0.3934852239721972,0.30349033786936724,0.29732458495087927
29.986421767274365,0.39033231821619035,0.3953000559653908,0.3050724898046627,0.297669345888495
34.97297810888672,0.3913243346190152,0.3971095007373602,0.3066551469303394,0.2980072019502825
39.98189568969915,0.3923186322972334,0.3989234013378417,0.3082460184635426,0.2983479039365376
44.965257568568646,0.3933094189934811,0.400727068623048,0.30983405340022957,0.29868656741348637
49.94543519064655,0.39430086093138134,0.40252849357697285,0.31141880164192565,0.29902395644161905
54.98096558501418,0.3953032912328341,0.404347637975089,0.31302876222528725,0.29936546445254125
59.97284353454873,0.3962972251413535,0.4061491752291135,0.31462614268184136,0.29970199413724885
64.95673634905415,0.39729124348593353,0.4079470800991618,0.3162244140098506,0.300037519032801
69.99815469256284,0.39829618425408225,0.4097629089338954,0.3178438221945786,0.30037764448003407
74.9181527859698,0.3992786280539598,0.4115343871504318,0.31942824103318485,0.30070970389623825
79.89567912098313,0.4002725215867981,0.41332463387888135,0.3210337085360111,0.30104424200302227
84.9615283406107,0.401284588345579,0.4151448016591626,0.3226711825725149,0.3013848653320945
90.0168208138524,0.40229553258301126,0.4169597964994637,0.3243095669902202,0.30172324118413313
94.93676851015609,0.4032799518860936,0.4187245896526001,0.32590603952743763,0.3020528034890656
99.99736384651834,0.40429251866088783,0.4205376518841752,0.32755328654138627,0.302390750748025
104.91893432666018,0.4052786949362293,0.4223000112702886,0.3291590158539256,0.3027201692197377
109.83317012650375,0.4062635181618874,0.424057630197411,0.33076526584318316,0.30304693079312667
114.94795010788505,0.40728965792283656,0.42588620715115705,0.3324408880161524,0.30338755404005074
119.94568706909746,0.4082924818772669,0.42767043829722257,0.33408220565371344,0.30371939833217737
125.06336971737892,0.4093203186039865,0.4294967151162472,0.33576813807149697,0.3040604822957637
129.9134726981083,0.4102949205538146,0.43122551394993136,0.3373679166646793,0.30438147823662404
134.76656219545143,0.41127052229112215,0.4329538043260689,0.33897381916157726,0.30470309042073046
139.99630938512567,0.4123225496292616,0.43481445746546393,0.3407099691679146,0.3050482676575211
144.7492705062256,0.41327928009233283,0.4365042021304968,0.3422899499594608,0.30536248508908637
149.8363055719396,0.4143041653414551,0.43831139810746195,0.34398652023797055,0.30569868366956315
154.78139816507294,0.415300749544124,0.4400661375382958,0.3456395523880133,0.30602376614895616
160.06403974067268,0.4163660989053144,0.4419391914523783,0.34741196877044245,0.3063716764126499
165.1364917042856,0.41738959679364124,0.44373591456132055,0.3491167817690865,0.3067053771670184
169.9230566812214,0.41835635956531325,0.4454304816593381,0.35073117043973717,0.30701914918066403
174.9953867314071,0.41938116077172183,0.4472242071462611,0.35244604776570887,0.30735131498198287
179.68874959393523,0.42033012002441134,0.4488826669641118,0.3540378555373984,0.3076588234033008
184.64080174809882,0.4213321300885948,0.45063105873426296,0.3557217902659096,0.30798286949788595
189.87353702031217,0.4223912425438233,0.452476820764339,0.3575063518779281,0.3083242173552143
194.60067902081786,0.42334850724807693,0.45414264377364,0.3591237728584147,0.30863241644767553
199.56920699581747,0.4243556756952923,0.4558924059473584,0.3608285633320866,0.3089560371411573
204.7980945153585,0.42541595621358547,0.45773191387256323,0.36262787303125693,0.3092960922844455
210.30835714805872,0.426533784943382,0.45966843187286405,0.36453052659469476,0.309654917758479
215.1319433211794,0.4275134027885893,0.46136254651932385,0.3662022327672487,0.30996758660457546
220.18198893904744,0.4285393447432566,0.46313445549106325,0.36795738160379104,0.3102949597495992
224.39599829673253,0.42939604384813773,0.46461185473700795,0.3694269109584277,0.31056806414070504
229.8959002157701,0.43051452935207185,0.46653832455781563,0.3713501054865763,0.31092355150690854
234.4938182200855,0.4314500690522011,0.46814730974823127,0.37296313778477536,0.3112205707018797
239.279406347026,0.4324245712774845,0.46982091547779975,0.37464730560894477,0.31152969364013533
244.26439397925571,0.43344006173292354,0.4715626146476594,0.37640799346402304,0.3118506525602928
249.46150874477178,0.434499512091439,0.4733767064845333,0.3782495662159887,0.31218549745760643
254.88458502183204,0.43560562699320365,0.475268062299806,0.3801785566474856,0.3125342763756492
260.5486869112061,0.43676157845927627,0.4772415306867666,0.38220135790485027,0.3128979131341705
264.9647663503791,0.4376633612835568,0.4787788158060113,0.383783655321917,0.3131812715934325
269.53312439090286,0.4385967325205088,0.4803679368940577,0.3854257936513419,0.3134737333486082
274.26177569600645,0.4395633869157152,0.482011415515068,0.3871313440901466,0.3137766474269761
279.1593074048637,0.4405650658040762,0.4837121240478802,0.3889043614509266,0.31409027934905576
284.2349311758612,0.4416037443681108,0.4854732867314964,0.3907482544433779,0.31441410837336264
289.4985410124512,0.4426812935956583,0.4872977426881856,0.39266807094440226,0.31475017778943093
294.9607776353277,0.44380032229824967,0.48918954612368104,0.39466821450363565,0.315098551278337
300.63310028216085,0.44496297954979824,0.4911520642317873,0.3967548015024166,0.3154597763786209
304.5374262598513,0.4457637092568875,0.4925018809320579,0.39819583185667445,0.3157077425559639
310.5878387021,0.44700487407388617,0.49459121241876014,0.40043832393318235,0.3160926260748546
314.7568029799805,0.44786055174270883,0.49602969558183135,0.401988934195874,0.31635703696138573
319.03920846270137,0.44874029447987973,0.49750680223132987,0.40358785165405614,0.31662857254762106
